country_code,country_name,indicator_code,indicator_name,year,value
RU,Russian Federation,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2024,2.91467965545248
RU,Russian Federation,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2023,2.38456738994872
RU,Russian Federation,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2022,10.3741278519981
RU,Russian Federation,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2021,6.83107025995823
RU,Russian Federation,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2020,2.36911533657246
RU,Russian Federation,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2019,3.87612476973049
RU,Russian Federation,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2018,6.97989872935135
SA,Saudi Arabia,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2024,-1.31101792310022
SA,Saudi Arabia,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2023,2.12936776093395
SA,Saudi Arabia,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2022,11.7294510759776
SA,Saudi Arabia,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2021,4.56976271965319
SA,Saudi Arabia,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2020,-4.51692116727614
SA,Saudi Arabia,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2019,3.64484004485363
SA,Saudi Arabia,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2018,7.89890750977747
TR,Turkiye,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2024,-0.749968489565428
TR,Turkiye,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2023,-3.49417299638226
TR,Turkiye,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2022,-4.99763806227356
TR,Turkiye,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2021,-0.74064931592423
TR,Turkiye,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2020,-4.22230197946184
TR,Turkiye,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2019,1.9351600379275
TR,Turkiye,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2018,-1.85233343060557
US,United States,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2024,-4.12262463415284
US,United States,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2023,-3.40030482379486
US,United States,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2022,-3.87872626619871
US,United States,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2021,-3.68274086718403
US,United States,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2020,-2.81809426941685
US,United States,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2019,-2.06708055581828
US,United States,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2018,-2.13796218132331
ZA,South Africa,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2024,-0.64279979707505
ZA,South Africa,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2023,-1.10356312207881
ZA,South Africa,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2022,-0.29618259812743
ZA,South Africa,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2021,3.77241369345008
ZA,South Africa,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2020,2.00352275153333
ZA,South Africa,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2019,-2.61999067483039
ZA,South Africa,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2018,-3.00051939426577
AU,Australia,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2024,60404058269.2777
AU,Australia,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2023,61703347652.0138
AU,Australia,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2022,56701901829.6459
AU,Australia,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2021,57877502314.3513
AU,Australia,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2020,42544629264.9892
AU,Australia,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2019,57994685703.4779
AU,Australia,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2018,53909533420.3007
BR,Brazil,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2024,329732443813.378
BR,Brazil,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2023,355021395541.562
BR,Brazil,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2022,324673449781.4
BR,Brazil,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2021,362210079181.317
BR,Brazil,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2020,355614251456.14
BR,Brazil,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2019,356886386911.979
BR,Brazil,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2018,374709673447.828
CA,Canada,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2024,119778473396.958
CA,Canada,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2023,117550899244.64
CA,Canada,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2022,106952377364.743
CA,Canada,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2021,106615119570.101
CA,Canada,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2020,90428136419.3486
CA,Canada,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2019,85297110783.6887
CA,Canada,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2018,83925602808.0082
CN,China,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2024,3456024808739.12
CN,China,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2023,3449544415518.98
CN,China,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2022,3306839412813.78
CN,China,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2021,3427931394628.85
CN,China,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2020,3357240875433.71
CN,China,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2019,3222894578036.36
CN,China,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2018,3168216331199.08
DE,Germany,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2024,377935574356.242
DE,Germany,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2023,322700066274.527
DE,Germany,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2022,293913690186.797
DE,Germany,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2021,295736219413.597
DE,Germany,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2020,268408603348.679
DE,Germany,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2019,224027961016.415
DE,Germany,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2018,198027061675.403
FR,France,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2024,282857002813.825
FR,France,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2023,240792007784.254
FR,France,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2022,242415618842.022
FR,France,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2021,244280333397.895
FR,France,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2020,224236417867.711
FR,France,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2019,189006435295.488
FR,France,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2018,166483400196.79
GB,United Kingdom,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2024,174597843325.182
GB,United Kingdom,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2023,177915356242.234
GB,United Kingdom,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2022,176409966646.608
GB,United Kingdom,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2021,194181397315.03
GB,United Kingdom,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2020,180054101389.553
GB,United Kingdom,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2019,173569199262.767
GB,United Kingdom,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2018,172657749536.315
ID,Indonesia,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2024,155708275547.574
ID,Indonesia,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2023,146358992701.848
ID,Indonesia,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2022,137222356128.227
ID,Indonesia,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2021,144907809744.209
ID,Indonesia,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2020,135915917616.263
ID,Indonesia,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2019,129186464020.188
ID,Indonesia,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2018,120660974090.95
IN,India,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2024,643042560625.541
IN,India,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2023,627792750126.715
IN,India,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2022,567298153917.14
IN,India,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2021,638484779930.836
IN,India,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2020,590227359928.896
IN,India,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2019,463469902152.507
IN,India,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2018,399167159226.682
IT,Italy,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2024,290547246726.359
IT,Italy,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2023,247396384253.983
IT,Italy,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2022,224580577612.139
IT,Italy,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2021,227478327159.257
IT,Italy,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2020,210687330553.17
IT,Italy,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2019,175397954131.108
IT,Italy,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2018,152361936421.553
JP,Japan,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2024,1230666979042.45
JP,Japan,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2023,1294636035263.82
JP,Japan,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2022,1227573263129.26
JP,Japan,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2021,1405748991418.92
JP,Japan,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2020,1390808939303.36
JP,Japan,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2019,1322443255598.64
JP,Japan,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2018,1270467038786.78
KR,"Korea, Rep.",FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2024,418218648901.669
KR,"Korea, Rep.",FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2023,420930029064.025
KR,"Korea, Rep.",FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2022,423365991593.016
KR,"Korea, Rep.",FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2021,463281305723.059
KR,"Korea, Rep.",FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2020,443462937570.176
KR,"Korea, Rep.",FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2019,408819161841.749
KR,"Korea, Rep.",FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2018,403082233385.987
MX,Mexico,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2024,232035392464.815
MX,Mexico,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2023,214316827085.02
MX,Mexico,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2022,201118689946.087
MX,Mexico,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2021,207799490381.042
MX,Mexico,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2020,199069188921.046
MX,Mexico,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2019,183056094117.556
MX,Mexico,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2018,176390278595.584
NG,Nigeria,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2024,38612493466.5986
NG,Nigeria,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2023,32034797236.9329
NG,Nigeria,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2022,35563949955.4969
NG,Nigeria,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2021,40476363167.0316
NG,Nigeria,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2020,36729565817.615
NG,Nigeria,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2019,38335890478.7729
NG,Nigeria,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2018,42838869124.791
PL,Poland,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2024,223114909804.172
PL,Poland,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2023,193783277723.378
PL,Poland,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2022,166663927036.393
PL,Poland,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2021,166030186476.158
PL,Poland,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2020,154219192491.435
PL,Poland,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2019,128392157887.295
PL,Poland,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2018,116956636327.589
RU,Russian Federation,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2023,597217063819.197
RU,Russian Federation,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2022,581709956946.206
RU,Russian Federation,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2021,632241824796.464
RU,Russian Federation,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2020,596769862769.564
RU,Russian Federation,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2019,555179461638.925
RU,Russian Federation,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2018,468645216082.719
SA,Saudi Arabia,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2024,463869589071.029
SA,Saudi Arabia,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2023,457948635287.488
SA,Saudi Arabia,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2022,478231707665.7
SA,Saudi Arabia,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2021,473889603512.936
SA,Saudi Arabia,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2020,472850970844.846
SA,Saudi Arabia,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2019,514962537825.302
SA,Saudi Arabia,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2018,509468527336.473
TR,Turkiye,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2024,154773780178.169
TR,Turkiye,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2023,140868480001.696
TR,Turkiye,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2022,128735003395.893
TR,Turkiye,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2021,111184882382.134
TR,Turkiye,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2020,93584577917.0715
TR,Turkiye,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2019,105619672447.934
TR,Turkiye,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2018,92997230040.5605
US,United States,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2024,910036546651.5
US,United States,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2023,773426187289.128
US,United States,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2022,706644215998.894
US,United States,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2021,716152260973.711
US,United States,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2020,628369715338.322
US,United States,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2019,516700583371.247
US,United States,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2018,449907088828.546
ZA,South Africa,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2024,65434957159.2265
ZA,South Africa,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2023,62491675820.3129
ZA,South Africa,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2022,60553113006.2543
ZA,South Africa,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2021,57597149617.2517
ZA,South Africa,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2020,55008491995.5568
ZA,South Africa,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2019,55055893656.867
ZA,South Africa,FI.RES.TOTL.CD,"Total reserves (includes gold, USD)",2018,51642041966.6735
AU,Australia,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2024,3.03883928325354
AU,Australia,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2023,2.03614704389564
AU,Australia,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2022,4.05215286724898
AU,Australia,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2021,2.01542405903096
AU,Australia,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2020,1.34826011276187
AU,Australia,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2019,2.77077560426989
AU,Australia,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2018,4.23450805251819
BR,Brazil,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2024,3.38960802616211
BR,Brazil,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2023,2.86383330702497
BR,Brazil,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2022,3.86803201499441
BR,Brazil,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2021,2.77979074096507
BR,Brazil,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2020,2.59263784624068
BR,Brazil,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2019,3.69267330426814
BR,Brazil,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2018,4.07858861807831
CA,Canada,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2024,2.81029565355294
CA,Canada,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2023,2.01979850018061
CA,Canada,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2022,2.31755804932899
CA,Canada,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2021,2.97618288160973
CA,Canada,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2020,1.75897085668576
CA,Canada,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2019,2.80676687017653
CA,Canada,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2018,2.46931207254863
CN,China,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2024,0.0989988051182737
CN,China,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2023,0.280991103634816
CN,China,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2022,1.03841365474349
CN,China,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2021,1.8903454142588
CN,China,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2020,1.68770756292082
CN,China,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2019,1.28549226847992
CN,China,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2018,1.66361992284408
DE,Germany,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2024,1.01586176558023
DE,Germany,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2023,1.69740103499567
DE,Germany,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2022,2.07605246190373
DE,Germany,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2021,2.93002168676674
DE,Germany,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2020,4.48523547812751
DE,Germany,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2019,1.9056930139782
DE,Germany,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2018,4.00082875273687
FR,France,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2024,1.64700185498585
FR,France,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2023,0.590645170561014
FR,France,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2022,4.0180319137717
FR,France,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2021,3.30405312221271
FR,France,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2020,0.731471704018579
FR,France,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2019,1.96486943301562
FR,France,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2018,2.78594184568695
GB,United Kingdom,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2024,-0.351465690300773
GB,United Kingdom,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2023,0.403116734836793
GB,United Kingdom,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2022,2.91635435189931
GB,United Kingdom,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2021,3.20643815254935
GB,United Kingdom,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2020,5.77039185007421
GB,United Kingdom,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2019,0.688204352262878
GB,United Kingdom,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2018,-0.864867036878713
ID,Indonesia,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2024,1.73651146010755
ID,Indonesia,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2023,1.57116694173474
ID,Indonesia,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2022,1.87264100861425
ID,Indonesia,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2021,1.7878556314554
ID,Indonesia,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2020,1.81058402027127
ID,Indonesia,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2019,2.23336204282241
ID,Indonesia,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2018,1.81428979349441
IN,India,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2024,0.694133152879562
IN,India,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2023,0.771919134264091
IN,India,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2022,1.49248825904
IN,India,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2021,1.41217101040888
IN,India,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2020,2.40620322673636
IN,India,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2019,1.78482633957161
IN,India,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2018,1.55821483801456
IT,Italy,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2024,1.13001784266315
IT,Italy,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2023,1.8137542726883
IT,Italy,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2022,2.94181405797187
IT,Italy,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2021,1.20474315612308
IT,Italy,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2020,-0.893869914296462
IT,Italy,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2019,1.77066894209208
IT,Italy,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2018,2.10769610409512
JP,Japan,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2024,0.401239653950032
JP,Japan,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2023,0.474278368651713
JP,Japan,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2022,1.12971840820326
JP,Japan,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2021,0.695100892094565
JP,Japan,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2020,1.23830386396694
JP,Japan,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2019,0.780785313301259
JP,Japan,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2018,0.501685482403774
KR,"Korea, Rep.",BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2024,0.811874572082119
KR,"Korea, Rep.",BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2023,1.03221435142435
KR,"Korea, Rep.",BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2022,1.39186469730544
KR,"Korea, Rep.",BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2021,1.13577953855347
KR,"Korea, Rep.",BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2020,0.502554290313687
KR,"Korea, Rep.",BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2019,0.550202642546341
KR,"Korea, Rep.",BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2018,0.66781363782051
MX,Mexico,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2024,2.44924957519445
MX,Mexico,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2023,1.70739186154278
MX,Mexico,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2022,2.6714140927358
MX,Mexico,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2021,2.70547578986932
MX,Mexico,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2020,2.81338849125769
MX,Mexico,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2019,2.29651449578107
MX,Mexico,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2018,3.01417850463095
NG,Nigeria,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2024,0.428249682662515
NG,Nigeria,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2023,0.384195197914633
NG,Nigeria,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2022,-0.0288727652154093
NG,Nigeria,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2021,0.543909122152652
NG,Nigeria,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2020,0.398484830422215
NG,Nigeria,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2019,0.344961215904222
NG,Nigeria,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2018,0.183821495682229
PL,Poland,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2024,2.24523191798779
PL,Poland,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2023,4.38918673390545
PL,Poland,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2022,6.00626096603428
PL,Poland,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2021,5.44306737738578
PL,Poland,BX.KLT.DINV.WD.GD.ZS,FDI net inflows (% of GDP),2020,3.31499059495462
